#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 366: Brighton, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type                Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1981-2010)        None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1981-2010)   None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Average (1981-2010)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of average (1981-2010)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Brighton (366) 
# Utah  SNOTEL Site - 8766 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Oct 22, 2018 8:11:38 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1981-2010) (in) Start of Day Values,Snow Water Equivalent % of Median (1981-2010),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Average Precipitation Accumulation (1981-2010) (in) Start of Day Values,Precipitation Accumulation % of Average (1981-2010),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
2015-04-21,3.8,21.6,18,8,16.6,29.3,57,55,31,42
2015-04-22,2.6,21.3,12,6,16.6,29.5,56,53,33,42
2015-04-23,2.1,20.9,10,4,16.7,29.6,56,51,32,41
2015-04-24,1.2,20.6,6,3,16.7,29.7,56,46,31,38
2015-04-25,1.6,20.4,8,5,16.9,29.8,57,43,28,33
2015-04-26,1.8,20.2,9,6,17.4,30.0,58,31,26,29
2015-04-27,1.9,20.1,9,7,17.8,30.1,59,49,30,36
2015-04-28,1.5,20.0,8,3,17.8,30.2,59,57,31,43
2015-04-29,0.7,20.1,3,2,17.8,30.4,59,60,35,48
2015-04-30,0.0,20.2,0,0,17.8,30.5,58,55,37,46
2015-05-01,0.0,20.3,0,0,17.8,30.6,58,58,36,48
2015-05-02,0.0,20.3,0,0,17.8,30.8,58,61,40,49
2015-05-03,0.0,20.1,0,0,17.8,30.9,58,58,40,48
2015-05-04,0.0,19.8,0,0,17.8,31.1,57,52,36,42
2015-05-05,0.0,19.4,0,0,18.0,31.3,58,49,37,42
2015-05-06,0.0,18.8,0,0,18.3,31.4,58,46,34,39
2015-05-07,0.0,18.2,0,0,19.0,31.5,60,50,34,39
2015-05-08,0.2,17.4,1,1,19.3,31.7,61,48,34,38
2015-05-09,0.2,16.5,1,1,19.3,31.8,61,37,31,33
2015-05-10,0.9,15.6,6,4,20.1,31.8,63,41,26,34
2015-05-11,0.2,14.8,1,1,20.1,31.9,63,53,26,41
2015-05-12,0.0,14.2,0,0,20.3,32.1,63,56,39,47
2015-05-13,0.0,13.5,0,0,20.3,32.2,63,54,42,47
2015-05-14,0.0,12.9,0,0,20.3,32.3,63,51,33,41
2015-05-15,0.3,12.3,2,1,20.3,32.4,63,40,30,34
2015-05-16,0.2,11.8,2,1,20.5,32.5,63,37,28,33
2015-05-17,1.0,11.1,9,6,21.3,32.5,66,49,34,39
2015-05-18,0.5,10.4,5,1,21.9,32.6,67,49,35,41
2015-05-19,0.0,9.5,0,0,22.1,32.6,68,47,34,39
2015-05-20,0.0,8.2,0,0,22.4,32.7,69,51,35,41
2015-05-21,0.0,6.9,0,0,22.5,32.7,69,50,34,40
2015-05-22,0.0,5.7,0,0,22.5,32.8,69,44,33,37
2015-05-23,0.0,4.5,0,0,22.7,32.9,69,48,33,38
2015-05-24,0.0,3.3,0,0,23.0,33.0,70,48,31,39
2015-05-25,0.0,2.2,0,0,23.1,33.1,70,51,36,42
2015-05-26,0.0,1.4,0,0,23.2,33.2,70,48,36,41
2015-05-27,0.0,0.7,0,0,23.2,33.4,69,53,35,43
2015-05-28,0.0,0.3,0,0,23.3,33.4,70,51,35,42
2015-05-29,0.0,0.1,0,0,23.3,33.4,70,58,33,46
2015-05-30,0.0,0.0,,0,23.3,33.5,70,65,40,54
2015-05-31,0.0,0.0,,0,23.3,33.6,69,69,46,58
2015-06-01,0.0,0.0,,0,23.3,33.7,69,69,48,58
2015-06-02,0.0,0.0,,0,23.3,33.8,69,63,42,53
2015-06-03,0.0,0.0,,0,23.4,33.9,69,65,40,51
2015-06-04,0.0,0.0,,0,23.4,34.0,69,66,42,53
2015-06-05,0.0,0.0,,0,23.4,34.1,69,57,42,49
2015-06-06,0.0,0.0,,0,23.4,34.2,68,59,37,46
2015-06-07,0.0,0.0,,0,24.1,34.3,70,57,37,45
2015-06-08,0.0,0.0,,0,24.1,34.4,70,65,40,52
2015-06-09,0.0,0.0,,0,24.1,34.5,70,66,42,54
2015-06-10,0.0,0.0,,0,24.1,34.7,69,61,44,53
2015-06-11,0.0,0.0,,0,24.2,34.8,70,57,43,49
2015-06-12,0.0,0.0,,0,24.3,34.9,70,65,41,53
2015-06-13,0.0,0.0,,0,24.3,35.0,69,65,43,55
2015-06-14,0.0,0.0,,0,24.3,35.1,69,68,47,58
2015-06-15,0.0,0.0,,0,24.3,35.1,69,67,49,57
2015-06-16,0.0,0.0,,0,24.4,35.2,69,70,47,58
2015-06-17,0.0,0.0,,0,24.4,35.2,69,72,47,60
2015-06-18,0.0,0.0,,0,24.4,35.3,69,75,49,64
2015-06-19,0.0,0.0,,0,24.4,35.4,69,73,50,64
2015-06-20,0.0,0.0,,0,24.4,35.4,69,74,46,60
2015-06-21,0.0,0.0,,0,24.4,35.4,69,76,51,65
2015-06-22,0.0,0.0,,0,24.4,35.5,69,73,47,60
2015-06-23,0.0,0.0,,0,24.4,35.5,69,75,54,64
2015-06-24,0.0,0.0,,0,24.4,35.6,69,75,55,65
2015-06-25,0.0,0.0,,0,24.4,35.6,69,75,53,63
2015-06-26,0.0,0.0,,0,24.4,35.6,69,75,51,63
2015-06-27,0.0,0.0,,0,24.4,35.6,69,76,56,65
2015-06-28,0.0,0.0,,0,24.4,35.6,69,79,55,66
2015-06-29,0.0,0.0,,0,24.4,35.6,69,80,57,67
2015-06-30,0.0,0.0,,0,24.4,35.7,68,78,56,67
2015-07-01,0.0,0.0,,0,24.4,35.7,68,74,53,64
2015-07-02,0.0,0.0,,0,24.4,35.7,68,74,53,63
2015-07-03,0.0,0.0,,0,24.4,35.7,68,75,53,64
2015-07-04,0.0,0.0,,0,24.4,35.8,68,76,53,64
2015-07-05,0.0,0.0,,0,24.4,35.8,68,67,50,57
2015-07-06,0.0,0.0,,0,24.6,35.8,69,66,49,55
2015-07-07,0.0,0.0,,0,24.8,35.8,69,62,47,53
2015-07-08,0.0,0.0,,0,24.8,35.8,69,62,44,51
2015-07-09,0.0,0.0,,0,26.2,35.9,73,64,43,52
2015-07-10,0.0,0.0,,0,26.2,35.9,73,59,46,51
2015-07-11,0.0,0.0,,0,26.2,35.9,73,64,45,55
2015-07-12,0.0,0.0,,0,26.2,36.0,73,67,49,58
2015-07-13,0.0,0.0,,0,26.2,36.0,73,69,50,59
2015-07-14,0.0,0.0,,0,26.2,36.0,73,70,52,60
2015-07-15,0.0,0.0,,0,26.2,36.1,73,68,49,59
2015-07-16,0.0,0.0,,0,26.2,36.1,73,70,48,59
2015-07-17,0.0,0.0,,0,26.2,36.2,72,68,49,58
2015-07-18,0.0,0.0,,0,26.2,36.3,72,64,47,54
2015-07-19,0.0,0.0,,0,26.2,36.3,72,65,45,54
2015-07-20,0.0,0.0,,0,26.2,36.3,72,60,44,51
2015-07-21,0.0,0.0,,0,26.2,36.4,72,65,42,53
2015-07-22,0.0,0.0,,0,26.5,36.4,73,65,46,54
2015-07-23,0.0,0.0,,0,26.5,36.5,73,69,46,59
2015-07-24,0.0,0.0,,0,26.5,36.6,72,69,50,59
2015-07-25,0.0,0.0,,0,26.5,36.6,72,71,50,59
2015-07-26,0.0,0.0,,0,26.5,36.7,72,74,52,64
2015-07-27,0.0,0.0,,0,26.5,36.8,72,62,39,54
2015-07-28,0.0,0.0,,0,26.5,36.8,72,62,37,47
2015-07-29,0.0,0.0,,0,26.5,36.8,72,69,37,53
2015-07-30,0.0,0.0,,0,26.5,36.9,72,72,44,57
2015-07-31,0.0,0.0,,0,26.5,36.9,72,73,48,60
2015-08-01,0.0,0.0,,0,26.5,36.9,72,74,49,60
2015-08-02,0.0,0.0,,0,26.5,37.0,72,74,50,59
2015-08-03,0.0,0.0,,0,26.5,37.1,71,54,44,48
2015-08-04,0.0,0.0,,0,27.5,37.1,74,71,44,57
2015-08-05,0.0,0.0,,0,27.8,37.2,75,68,46,59
2015-08-06,0.0,0.0,,0,27.8,37.3,75,69,44,57
2015-08-07,0.0,0.0,,0,27.9,37.3,75,63,44,53
2015-08-08,0.0,0.0,,0,28.0,37.3,75,60,44,51
2015-08-09,0.0,0.0,,0,28.2,37.4,75,68,41,53
2015-08-10,0.0,0.0,,0,28.2,37.4,75,72,51,60
2015-08-11,0.0,0.0,,0,28.2,37.5,75,69,55,61
2015-08-12,0.0,0.0,,0,28.2,37.6,75,69,52,58
2015-08-13,0.0,0.0,,0,28.2,37.6,75,75,50,62
2015-08-14,0.0,0.0,,0,28.2,37.7,75,74,56,65
2015-08-15,0.0,0.0,,0,28.3,37.7,75,72,54,63
2015-08-16,0.0,0.0,,0,28.3,37.8,75,70,50,60
2015-08-17,0.0,0.0,,0,28.3,37.9,75,67,48,58
2015-08-18,0.0,0.0,,0,28.3,37.9,75,62,44,52
2015-08-19,0.0,0.0,,0,28.3,37.9,75,65,41,53
2015-08-20,0.0,0.0,,0,28.3,38.0,74,,,
2015-08-21,,0.0,,,,38.1,,53,63,
2015-08-22,0.0,0.0,,0,28.3,38.2,74,46,55,
2015-08-23,0.0,0.0,,0,28.3,38.3,74,,,
2015-08-24,,0.0,,,,38.4,,76,56,66
2015-08-25,0.0,0.0,,0,28.5,38.4,74,78,50,61
2015-08-26,0.0,0.0,,0,28.5,38.5,74,60,47,53
2015-08-27,0.0,0.0,,0,29.2,38.5,76,67,45,54
2015-08-28,0.0,0.0,,0,29.5,38.5,77,72,47,58
2015-08-29,0.0,0.0,,0,29.5,38.6,76,72,53,64
2015-08-30,0.0,0.0,,0,29.5,38.6,76,67,47,59
2015-08-31,0.0,0.0,,0,29.5,38.7,76,67,44,55
2015-09-01,0.0,0.0,,0,29.7,38.8,77,70,52,61
2015-09-02,0.0,0.0,,0,29.8,38.9,77,69,55,60
2015-09-03,0.0,0.0,,0,29.8,38.9,77,67,54,59
2015-09-04,0.0,0.0,,0,29.8,39.0,76,66,52,58
2015-09-05,0.0,0.0,,0,29.8,39.1,76,60,35,50
2015-09-06,0.0,0.0,,0,29.8,39.1,76,60,34,47
2015-09-07,0.0,0.0,,0,29.8,39.2,76,63,42,51
2015-09-08,0.0,0.0,,0,29.8,39.3,76,65,40,51
2015-09-09,0.0,0.0,,0,29.8,39.3,76,67,41,53
2015-09-10,0.0,0.0,,0,29.9,39.4,76,68,46,55
2015-09-11,0.0,0.0,,0,29.9,39.5,76,72,45,56
2015-09-12,0.0,0.0,,0,29.9,39.5,76,71,46,57
2015-09-13,0.0,0.0,,0,29.9,39.5,76,71,48,58
2015-09-14,0.0,0.0,,0,29.9,39.6,76,60,46,53
2015-09-15,0.0,0.0,,0,29.9,39.7,75,51,41,47
2015-09-16,0.0,0.0,,0,31.2,39.8,78,49,34,42
2015-09-17,0.0,0.0,,0,32.6,39.9,82,53,35,42
2015-09-18,0.0,0.0,,0,33.1,40.0,83,53,31,40
2015-09-19,0.0,0.0,,0,33.1,40.1,83,57,32,43
2015-09-20,0.0,0.0,,0,33.1,40.2,82,63,37,49
2015-09-21,0.0,0.0,,0,33.3,40.2,83,69,43,54
2015-09-22,0.0,0.0,,0,33.3,40.3,83,70,47,56
2015-09-23,0.0,0.0,,0,33.3,40.4,82,68,46,54
2015-09-24,0.0,0.0,,0,33.3,40.5,82,71,46,56
2015-09-25,0.0,0.0,,0,33.3,40.5,82,72,51,60
2015-09-26,0.0,0.0,,0,33.3,40.6,82,70,51,60
2015-09-27,0.0,0.0,,0,33.3,40.6,82,67,53,59
2015-09-28,0.0,0.0,,0,33.3,40.6,82,66,50,57
2015-09-29,0.0,0.0,,0,33.3,40.6,82,66,47,56
2015-09-30,0.0,0.0,,0,33.3,40.8,82,64,51,56
2015-10-01,0.0,0.0,,0,0.0,0.0,,69,49,59
2015-10-02,0.0,0.0,,0,0.0,0.1,0,53,38,43
2015-10-03,0.0,0.0,,0,0.0,0.2,0,46,38,41
2015-10-04,0.0,0.0,,0,0.2,0.3,67,54,39,45
2015-10-05,0.0,0.0,,0,0.5,0.4,125,54,40,47
2015-10-06,0.0,0.0,,0,0.5,0.6,83,52,39,44
2015-10-07,0.0,0.0,,0,0.5,0.7,71,57,37,44
2015-10-08,0.0,0.0,,0,0.6,0.7,86,59,40,47
2015-10-09,0.0,0.0,,0,0.6,0.8,75,62,38,48
2015-10-10,0.0,0.0,,0,0.6,0.8,75,65,42,54
2015-10-11,0.0,0.0,,0,0.6,0.9,67,58,41,52
2015-10-12,0.0,0.0,,0,0.6,1.0,60,61,37,48
2015-10-13,0.0,0.0,,0,0.6,1.1,55,64,42,51
2015-10-14,0.0,0.0,,0,0.6,1.1,55,63,42,51
2015-10-15,0.0,0.0,,0,0.6,1.2,50,65,42,50
2015-10-16,0.0,0.0,,0,0.7,1.3,54,63,47,53
2015-10-17,0.0,0.0,,0,0.7,1.4,50,54,44,47
2015-10-18,0.0,0.0,,0,0.8,1.5,53,56,40,47
2015-10-19,0.0,0.0,,0,1.0,1.7,59,48,36,42
2015-10-20,0.0,0.0,,0,1.1,1.8,61,47,33,38
2015-10-21,0.0,0.0,,0,1.4,2.0,70,47,33,38
2015-10-22,0.0,0.0,,0,1.4,2.1,67,47,34,39
2015-10-23,0.0,0.0,,0,1.4,2.1,67,47,30,36
2015-10-24,0.0,0.0,,0,1.4,2.3,61,54,30,40
2015-10-25,0.0,0.0,,0,1.5,2.4,63,49,36,44
2015-10-26,0.0,0.0,,0,1.6,2.5,64,50,35,42
2015-10-27,0.0,0.0,,0,1.6,2.6,62,43,28,36
2015-10-28,0.0,0.1,0,0,1.6,2.7,59,46,28,36
2015-10-29,0.0,0.2,0,0,1.6,2.8,57,35,31,33
2015-10-30,0.0,0.2,0,0,1.6,2.9,55,39,25,32
2015-10-31,0.0,0.4,0,0,1.6,3.1,52,47,34,40
2015-11-01,0.0,0.5,0,0,1.7,3.3,52,52,37,46
2015-11-02,0.0,0.6,0,0,1.8,3.5,51,53,36,46
2015-11-03,0.0,0.7,0,0,1.8,3.7,49,46,27,35
2015-11-04,0.0,0.8,0,0,1.8,3.8,47,32,23,26
2015-11-05,0.4,1.0,40,2,2.0,3.9,51,26,20,22
2015-11-06,0.4,1.1,36,2,2.0,4.1,49,27,15,22
2015-11-07,0.4,1.3,31,2,2.0,4.2,48,45,15,29
2015-11-08,0.9,1.4,64,3,2.3,4.3,53,44,26,35
2015-11-09,0.9,1.6,56,3,2.3,4.5,51,40,25,34
2015-11-10,0.9,1.7,53,3,2.3,4.7,49,31,20,26
2015-11-11,1.4,1.9,74,9,2.6,4.8,54,28,14,20
2015-11-12,1.4,2.0,70,9,2.6,4.9,53,35,15,22
2015-11-13,1.4,2.2,64,8,2.7,5.0,54,44,18,28
2015-11-14,1.5,2.3,65,7,2.8,5.2,54,49,27,36
2015-11-15,1.5,2.4,63,6,2.9,5.4,54,43,28,35
2015-11-16,1.8,2.5,72,7,3.0,5.4,56,28,19,25
2015-11-17,2.4,2.7,89,15,3.3,5.5,60,28,11,21
2015-11-18,2.4,2.8,86,13,3.6,5.7,63,33,25,29
2015-11-19,2.2,2.9,76,11,3.6,5.9,61,38,26,33
2015-11-20,2.2,3.0,73,10,3.8,5.9,64,36,8,25
2015-11-21,2.5,3.2,78,11,4.0,6.1,66,37,9,21
2015-11-22,2.7,3.3,82,12,4.2,6.2,68,47,19,29
2015-11-23,2.7,3.4,79,12,4.2,6.4,66,48,27,37
2015-11-24,2.8,3.5,80,11,4.3,6.6,65,38,30,35
2015-11-25,2.8,3.6,78,11,4.3,6.7,64,36,18,29
2015-11-26,2.9,3.7,78,13,4.4,6.9,64,21,8,14
2015-11-27,2.9,3.9,74,13,4.4,7.1,62,22,9,15
2015-11-28,2.9,4.0,73,13,4.4,7.3,60,20,6,12
2015-11-29,3.0,4.1,73,14,4.5,7.4,61,20,2,9
2015-11-30,3.1,4.3,72,15,4.6,7.6,61,21,4,10
2015-12-01,3.1,4.5,69,15,4.6,7.6,61,28,4,13
2015-12-02,3.1,4.6,67,14,4.7,7.8,60,39,12,24
2015-12-03,3.2,4.7,68,14,4.8,7.9,61,47,21,34
2015-12-04,3.2,4.8,67,13,4.8,8.0,60,40,20,33
2015-12-05,3.2,4.9,65,13,4.9,8.2,60,34,15,24
2015-12-06,3.2,5.0,64,12,4.9,8.3,59,45,28,37
2015-12-07,3.2,5.0,64,12,4.9,8.5,58,47,30,37
2015-12-08,3.4,5.1,67,13,5.1,8.7,59,40,30,36
2015-12-09,3.4,5.2,65,13,5.1,8.9,57,49,31,40
2015-12-10,3.4,5.2,65,12,5.1,9.0,57,42,23,35
2015-12-11,3.7,5.4,69,17,5.2,9.1,57,32,13,21
2015-12-12,3.6,5.6,64,16,5.2,9.3,56,25,10,17
2015-12-13,3.5,5.8,60,15,5.2,9.4,55,39,10,27
2015-12-14,3.7,6.0,62,17,5.4,9.7,56,26,15,19
2015-12-15,4.1,6.3,65,21,5.6,9.8,57,17,12,14
2015-12-16,4.2,6.5,65,22,5.7,9.9,58,18,11,14
2015-12-17,4.5,6.8,66,24,6.0,10.0,60,24,1,14
2015-12-18,4.5,7.0,64,23,6.1,10.2,60,37,24,31
2015-12-19,4.6,7.1,65,22,6.2,10.2,61,40,32,35
2015-12-20,4.6,7.3,63,22,6.3,10.4,61,32,22,25
2015-12-21,5.1,7.5,68,27,6.8,10.5,65,30,20,25
2015-12-22,6.4,7.6,84,34,7.5,10.6,71,29,19,24
2015-12-23,7.7,7.6,101,45,8.7,10.8,81,22,12,15
2015-12-24,8.3,7.7,108,48,9.3,10.9,85,20,7,14
2015-12-25,8.5,7.8,109,50,9.7,11.0,88,16,-1,11
2015-12-26,8.6,7.9,109,44,9.8,11.2,88,16,-2,5
2015-12-27,8.6,8.0,108,42,10.0,11.3,89,32,1,13
2015-12-28,8.6,8.1,106,39,10.3,11.4,90,24,11,16
2015-12-29,8.7,8.2,106,38,10.4,11.5,90,14,3,8
2015-12-30,8.6,8.3,104,37,10.4,11.7,89,17,-2,8
2015-12-31,8.6,8.3,104,37,10.4,11.9,87,19,-5,6
2016-01-01,8.6,8.4,102,37,10.5,12.1,87,20,11,16
2016-01-02,8.4,8.5,99,32,10.6,12.3,86,35,16,26
2016-01-03,8.4,8.6,98,31,10.6,12.6,84,42,30,35
2016-01-04,8.4,8.7,97,30,10.6,12.7,83,35,26,30
2016-01-05,8.5,8.9,96,31,10.7,13.0,82,33,26,29
2016-01-06,8.6,9.1,95,32,10.8,13.3,81,31,25,28
2016-01-07,8.8,9.3,95,33,11.0,13.5,81,29,21,25
2016-01-08,9.3,9.5,98,37,11.5,13.7,84,25,19,21
2016-01-09,9.3,9.6,97,36,11.5,13.8,83,24,7,16
2016-01-10,9.2,9.8,94,36,11.5,14.1,82,22,4,10
2016-01-11,9.1,9.9,92,36,11.5,14.4,80,33,6,15
2016-01-12,9.2,10.0,92,35,11.6,14.7,79,35,10,21
2016-01-13,9.2,10.2,90,33,11.6,14.8,78,40,19,29
2016-01-14,9.3,10.4,89,33,11.6,14.9,78,26,11,20
2016-01-15,9.4,10.5,90,35,11.7,15.0,78,25,17,20
2016-01-16,9.7,10.7,91,40,11.9,15.2,78,30,11,22
2016-01-17,10.1,10.9,93,38,12.0,15.4,78,33,23,27
2016-01-18,10.1,11.0,92,38,12.0,15.5,77,33,23,28
2016-01-19,10.4,11.2,93,42,12.3,15.7,78,33,12,23
2016-01-20,10.8,11.2,96,43,12.6,15.8,80,30,10,21
2016-01-21,11.2,11.4,98,45,13.3,16.0,83,37,9,21
2016-01-22,11.3,11.6,97,43,13.5,16.1,84,43,25,36
2016-01-23,11.3,11.8,96,41,13.5,16.3,83,38,25,32
2016-01-24,11.6,12.1,96,45,13.8,16.4,84,25,18,22
2016-01-25,12.2,12.4,98,49,14.4,16.6,87,23,6,16
2016-01-26,12.2,12.7,96,48,14.4,16.8,86,34,5,16
2016-01-27,12.2,13.0,94,47,14.4,17.0,85,43,15,26
2016-01-28,12.3,13.3,92,46,14.5,17.1,85,44,23,30
2016-01-29,12.3,13.5,91,44,14.5,17.3,84,41,24,33
2016-01-30,13.1,13.5,97,46,15.3,17.4,88,38,15,24
2016-01-31,13.8,13.6,101,51,15.9,17.6,90,23,5,14
2016-02-01,14.2,13.6,104,53,16.2,17.7,92,15,8,11
2016-02-02,14.6,13.7,107,55,16.5,17.8,93,13,1,7
2016-02-03,14.6,13.7,107,53,16.5,17.9,92,18,3,9
2016-02-04,14.6,13.8,106,52,16.5,18.1,91,21,8,16
2016-02-05,14.8,13.9,106,50,16.7,18.1,92,29,13,18
2016-02-06,14.8,14.0,106,49,16.7,18.2,92,39,15,24
2016-02-07,14.8,14.2,104,47,16.7,18.3,91,35,18,25
2016-02-08,14.8,14.3,104,48,16.7,18.4,91,42,20,31
2016-02-09,14.8,14.4,103,47,16.7,18.6,90,54,25,34
2016-02-10,14.8,14.6,101,46,16.7,18.8,89,49,27,36
2016-02-11,14.8,14.7,101,45,16.7,18.9,88,50,27,35
2016-02-12,14.8,14.8,100,45,16.7,19.1,87,54,31,39
2016-02-13,14.8,14.9,99,43,16.7,19.2,87,43,26,35
2016-02-14,14.8,15.0,99,42,16.7,19.4,86,34,26,30
2016-02-15,15.2,15.2,100,45,16.9,19.6,86,38,31,34
2016-02-16,15.3,15.5,99,44,17.0,19.8,86,46,27,34
2016-02-17,15.3,15.7,97,43,17.0,19.9,85,50,30,41
2016-02-18,15.3,16.0,96,42,17.0,20.1,85,38,21,30
2016-02-19,15.6,16.2,96,46,17.3,20.3,85,41,17,30
2016-02-20,15.9,16.4,97,45,17.6,20.5,86,38,21,31
2016-02-21,15.9,16.6,96,44,17.6,20.8,85,41,21,29
2016-02-22,15.9,16.7,95,44,17.6,20.9,84,29,14,23
2016-02-23,16.1,16.8,96,46,17.7,21.1,84,35,12,21
2016-02-24,16.1,16.9,95,45,17.7,21.2,83,38,13,24
2016-02-25,16.1,17.1,94,45,17.7,21.5,82,43,20,29
2016-02-26,16.2,17.3,94,43,17.8,21.6,82,50,23,33
2016-02-27,16.2,17.4,93,43,17.8,21.8,82,48,25,37
2016-02-28,16.2,17.6,92,42,17.8,21.9,81,42,20,31
2016-02-29,16.2,17.7,92,42,17.8,22.0,81,37,28,33
2016-03-01,16.2,17.8,91,42,17.8,22.1,81,45,27,36
2016-03-02,16.1,17.9,90,41,17.8,22.3,80,44,29,35
2016-03-03,16.1,18.0,89,41,17.9,22.3,80,52,29,39
2016-03-04,16.1,18.1,89,40,17.9,22.5,80,52,32,40
2016-03-05,15.9,18.2,87,40,17.9,22.7,79,50,37,42
2016-03-06,15.9,18.3,87,39,17.9,22.9,78,41,25,34
2016-03-07,16.4,18.5,89,45,18.6,23.0,81,35,15,24
2016-03-08,16.6,18.7,89,44,18.8,23.1,81,40,13,24
2016-03-09,16.6,18.8,88,43,18.8,23.2,81,37,25,29
2016-03-10,16.9,19.0,89,45,19.1,23.4,82,53,25,38
2016-03-11,16.9,19.1,88,42,19.1,23.6,81,50,38,42
2016-03-12,16.9,19.3,88,41,19.1,23.7,81,45,30,36
2016-03-13,17.0,19.5,87,40,19.2,23.8,81,45,29,35
2016-03-14,17.0,19.5,87,41,19.2,23.9,80,34,19,28
2016-03-15,17.2,19.6,88,46,19.5,24.1,81,26,17,21
2016-03-16,17.5,19.6,89,49,19.8,24.2,82,33,19,25
2016-03-17,17.7,19.6,90,45,20.1,24.4,82,37,26,30
2016-03-18,17.7,19.7,90,44,20.1,24.6,82,37,13,25
2016-03-19,17.7,19.8,89,44,20.1,24.7,81,46,19,31
2016-03-20,17.7,19.9,89,43,20.1,24.9,81,53,27,41
2016-03-21,17.7,20.0,89,41,20.1,24.9,81,49,39,44
2016-03-22,17.7,20.1,88,40,20.1,25.1,80,42,21,27
2016-03-23,18.5,20.3,91,48,20.6,25.2,82,29,19,23
2016-03-24,18.7,20.4,92,46,20.7,25.4,82,39,23,30
2016-03-25,18.7,20.6,91,45,20.7,25.6,81,31,18,24
2016-03-26,18.9,20.7,91,45,20.8,25.7,81,36,17,23
2016-03-27,18.9,20.9,90,45,20.8,25.8,81,43,20,34
2016-03-28,18.9,21.1,90,44,20.8,26.0,80,37,29,32
2016-03-29,20.1,21.3,94,52,21.9,26.2,84,34,21,27
2016-03-30,20.7,21.6,96,57,22.4,26.4,85,33,16,23
2016-03-31,20.8,21.8,95,55,22.5,26.5,85,36,21,28
2016-04-01,21.0,22.1,95,56,22.6,26.6,85,44,16,28
2016-04-02,21.2,22.4,95,53,22.7,26.8,85,48,21,33
2016-04-03,21.1,22.6,93,50,22.7,27.0,84,52,27,38
2016-04-04,20.9,22.8,92,48,22.7,27.1,84,53,32,41
2016-04-05,20.3,23.0,88,46,22.7,27.3,83,39,24,32
2016-04-06,19.8,23.3,85,45,22.7,27.4,83,50,23,35
2016-04-07,19.5,23.4,83,42,22.7,27.5,83,58,30,42
2016-04-08,18.6,23.5,79,42,22.7,27.7,82,57,34,46
2016-04-09,17.5,23.6,74,40,22.7,27.8,82,50,38,42
2016-04-10,17.1,23.6,72,39,22.7,28.0,81,49,34,40
